Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
StateProgressBar,com.kofigyan.stateprogressbarsample,UsageStatusActivity,0,0,2,1,23,4,0,1,-1.0,0,1,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\UsageStatusActivity.java,9
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,ApiFeatureAdapter,5,1,9,7,51,9,0,0,0.3333333333333333,2,4,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\ApiFeatureAdapter.java,19
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,ItemViewHolder,3,1,3,1,18,3,0,0,0.6666666666666666,2,1,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\ApiFeatureAdapter.java,33
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,ItemClickListener,0,0,1,0,3,1,0,0,-1.0,4,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\ApiFeatureAdapter.java,52
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,StatesListAdapter,5,1,10,8,65,14,0,0,0.3,2,4,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\StatesListAdapter.java,20
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,ItemViewHolder,2,1,3,1,16,3,0,0,0.6666666666666666,0,1,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\StatesListAdapter.java,41
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.adapter,ItemClickListener,0,0,1,0,3,1,0,0,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\adapter\StatesListAdapter.java,58
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.custom,ContentHeaderView,2,0,6,5,38,7,0,0,0.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\custom\ContentHeaderView.java,13
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.custom,DividerItemDecoration,5,2,6,6,64,11,0,0,0.0,1,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\custom\DividerItemDecoration.java,13
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.custom,SquareLinearLayout,0,0,4,3,19,4,0,0,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\custom\SquareLinearLayout.java,7
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.custom,UserDetailsView,3,0,11,9,56,13,0,0,0.36363636363636365,1,1,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\custom\UserDetailsView.java,12
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.custom,OnUserDetailClickListener,0,0,1,1,3,1,1,0,-1.0,1,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\custom\UserDetailsView.java,84
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.pojo,ApiFeature,2,0,6,6,25,6,0,0,0.3333333333333333,1,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\pojo\ApiFeature.java,3
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.utils,Constants,3,3,0,0,8,0,0,0,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\utils\Constants.java,3
StateProgressBar,com.kofigyan.stateprogressbarsample.not_stateprogressbar.utils,Utils,3,3,1,1,12,1,0,0,0.0,2,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\sample\src\main\java\com\kofigyan\stateprogressbarsample\not_stateprogressbar\utils\Utils.java,21
StateProgressBar,com.kofigyan.stateprogressbar,ApplicationTest,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\androidTest\java\com\kofigyan\stateprogressbar\ApplicationTest.java,6
StateProgressBar,com.kofigyan.stateprogressbar,StateProgressBar,86,0,120,65,984,183,0,0,0.03333333333333333,4,5,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\StateProgressBar.java,28
StateProgressBar,com.kofigyan.stateprogressbar,Animator,2,0,4,4,33,7,0,0,0.0,1,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\StateProgressBar.java,1278
StateProgressBar,com.kofigyan.stateprogressbar.components,BaseItem,4,0,9,6,41,9,3,0,0.5555555555555556,8,3,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\BaseItem.java,3
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder,2,0,4,3,16,4,4,0,0.5,4,1,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\BaseItem.java,14
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder2,0,0,1,0,5,1,0,1,-1.0,4,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\BaseItem.java,37
StateProgressBar,com.kofigyan.stateprogressbar.components,StateItem,8,0,12,10,61,12,0,1,0.3333333333333333,3,4,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItem.java,4
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder,4,0,5,5,25,5,0,0,1.0,0,2,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItem.java,19
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder2,0,0,1,0,5,1,0,1,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItem.java,51
StateProgressBar,com.kofigyan.stateprogressbar.components,StateItemDescription,2,0,6,4,31,6,0,1,0.6666666666666666,3,4,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemDescription.java,3
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder,1,0,2,2,10,2,0,0,1.0,0,2,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemDescription.java,14
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder2,0,0,1,0,5,1,0,1,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemDescription.java,27
StateProgressBar,com.kofigyan.stateprogressbar.components,StateItemNumber,2,0,6,4,31,6,0,1,0.6666666666666666,3,4,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemNumber.java,3
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder,1,0,2,2,10,2,0,0,1.0,0,2,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemNumber.java,13
StateProgressBar,com.kofigyan.stateprogressbar.components,Builder2,0,0,1,0,5,1,0,1,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\components\StateItemNumber.java,26
StateProgressBar,com.kofigyan.stateprogressbar.listeners,OnStateItemClickListener,0,0,1,0,6,1,0,0,-1.0,0,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\listeners\OnStateItemClickListener.java,7
StateProgressBar,com.kofigyan.stateprogressbar.utils,FontManager,2,0,2,2,32,4,0,0,0.0,1,0,C:\Users\wesll\Documents\UFC\Qualidade\Projeto Final\Entrega 2\-10 Magic Numbers\.\StateProgressBar\stateprogressbar\src\main\java\com\kofigyan\stateprogressbar\utils\FontManager.java,11
